date,VAL,MOM,gross_equal_value_momentum
2018-07-31,0.0083288695391586,-0.0110199889159649,-0.00134555968840315
2018-08-31,-0.0318864926912321,0.030760407140355,-0.0005630427754385516
2018-09-30,0.0105247825690602,-1.0876835644273553e-05,0.005256952866707963
2018-10-31,0.0105639394405466,-0.0126759342576366,-0.0010559974085449994
2018-11-30,-0.0081289646716132,-0.0236135668447369,-0.01587126575817505
2018-12-31,0.0013494753761595,-0.0012702265270497,3.9624424554899956e-05
2019-01-31,0.0098885404562752,-0.0174334784205322,-0.003772468982128501
2019-02-28,-0.0194158455631896,0.002264188415713,-0.0085758285737383
2019-03-31,-0.0086220908850501,0.011130610000469,0.0012542595577094504
2019-04-30,0.0041828106778119,-0.0126512387624484,-0.00423421404231825
2019-05-31,-0.0215167234902063,0.0233671538041639,0.0009252151569787998
2019-06-30,0.009427794395011,-0.0077049118254044,0.0008614412848032995
2019-07-31,-0.014714742849925,0.002029475365666,-0.0063426337421295
2019-08-31,-0.0230572384478768,0.0307261015475458,0.0038344315498345
2019-09-30,0.0273308015484578,-0.0264514226516098,0.0004396894484239994
2019-10-31,0.0060611167097018,-0.0155746895548737,-0.00475678642258595
2019-11-30,-0.008396078149893,-0.0066744666626684,-0.0075352724062807
2019-12-31,0.0137937722223354,-0.0073440103753428,0.0032248809234962997
2020-01-31,-0.0351486989715901,0.0210732889818721,-0.0070377049948589995
2020-02-29,-0.0147978218365881,0.001534668176197,-0.00663157683019555
2020-03-31,-0.0569003156221278,0.0341254346473628,-0.011387440487382501
2020-04-30,-0.0039662465155959,0.0003884752604739,-0.001788885627561
2020-05-31,-0.0016394825204058,-0.009509367661184,-0.005574425090794899
2020-06-30,-0.0045632523334807,-0.003324397356051,-0.00394382484476585
2020-07-31,-0.0234578705210323,0.0337986560170467,0.005170392748007201
2020-08-31,0.0003022779305051,-0.0153263559870358,-0.00751203902826535
2020-09-30,-0.0202899886494983,0.0122324366872839,-0.004028775981107201
2020-10-31,-0.0091162673606567,-0.0006515911839303,-0.0048839292722935
2020-11-30,0.0431322923812846,-0.0562997728234064,-0.0065837402210609
2020-12-31,0.0020631369123334,0.0014813797278785,0.00177225832010595
2021-01-31,0.008766173072475,-0.0026141226436407,0.0030760252144171503
2021-02-28,0.0306039798940262,-0.0320517942959487,-0.0007239072009612487
2021-03-31,0.0237288656942019,-0.0253945311846216,-0.0008328327452098508
2021-04-30,-0.0144121628955359,0.0094127304840224,-0.00249971620575675
2021-05-31,0.0152908599316224,0.0003510506573805,0.00782095529450145
2021-06-30,-0.0268520212961692,-0.0013612761656822,-0.0141066487309257
2021-07-31,-0.014559671892895,-0.0069922017154322,-0.0107759368041636
2021-08-31,-0.0062308738169602,0.000814188389885,-0.0027083427135376
2021-09-30,0.0135208893968754,0.0114070982059577,0.01246399380141655
2021-10-31,-0.012853663799156,0.0211028934675171,0.00412461483418055
2021-11-30,-0.0084495882800292,-0.0122875496919979,-0.01036856898601355
2021-12-31,0.0245940536916484,-0.0047778123410091,0.00990812067531965
2022-01-31,0.053002897985475,-0.0027061626791626,0.0251483676531562
2022-02-28,0.0039179686443621,0.0035935739581638,0.00375577130126295
2022-03-31,-0.0051884745635953,0.020942460528029,0.007876992982216849
2022-04-30,0.0071287028445329,0.0282381772024528,0.01768344002349285
2022-05-31,0.0252754247075856,0.0142200542175812,0.0197477394625834
2022-06-30,-0.0024214353686179,0.0004771365622326,-0.00097214940319265
2022-07-31,-0.0222081030047361,-0.0132139550743127,-0.0177110290395244
2022-08-31,-0.0041998278851562,0.0253389419572138,0.010569557036028802
2022-09-30,-0.0044382206035355,0.0074185050889021,0.0014901422426833
2022-10-31,0.004730413286378,0.0047055025492577,0.0047179579178178496
2022-11-30,0.0326245169961286,-0.0391672663451089,-0.0032713746744901483
2022-12-31,0.0179968226958485,0.002622236562819,0.01030952962933375
2023-01-31,0.021092509220583,-0.0481190002585432,-0.013513245518980102
2023-02-28,0.0062393551446491,0.0037109639460648,0.00497515954535695
2023-03-31,-0.0204577884414729,0.0059207132667888,-0.00726853758734205
2023-04-30,-0.0035440877316361,0.0070125379384762,0.00173422510342005
2023-05-31,-0.0211220864981694,0.0110528365435106,-0.0050346249773294
2023-06-30,0.0082593442908487,-6.493451949410789e-05,0.0040972048856772955
2023-07-31,0.0222904124973507,-0.0203791270617112,0.0009556427178197512
2023-08-31,-0.004235640496416,0.0136742805552667,0.00471932002942535
2023-09-30,0.0207181334901177,-0.0056850591962832,0.007516537146917249
2023-10-31,-0.0008728624739686,0.0016824142779069,0.00040477590196915004
2023-11-30,-0.0110709525455162,0.010190045382874,-0.00044045358132110014
2023-12-31,0.0143046796765249,-0.0271070363355571,-0.006401178329516101
2024-01-31,-0.0142552221509674,0.0321113870712098,0.0089280824601212
2024-02-29,-0.0249348761854277,0.0290182616896504,0.00204169275211135
2024-03-31,0.0075893975321884,0.0131657429563906,0.0103775702442895
2024-04-30,0.0146080487220569,-0.0064705401816745,0.0040687542701912
2024-05-31,0.0107552865940884,-0.006229950080144,0.0022626682569722
2024-06-30,-0.0210171473277519,0.0102714709580968,-0.0053728381848275495
2024-07-31,0.0093546377314934,-0.0126351301168733,-0.0016402461926899505
2024-08-31,-0.0068382427165702,0.0003966308417838,-0.0032208059373932
2024-09-30,0.0077353960126782,-0.009542145143966,-0.0009033745656439004
2024-10-31,-0.008053526029775,0.009508553785707,0.0007275138779660002
2024-11-30,-0.0142509498837126,0.0189573062960011,0.0023531782061442493
2024-12-31,-0.0029607916866247,0.0023899040277894,-0.00028544382941765004
2025-01-31,-0.0112144749393322,0.0100117052360543,-0.0006013848516389494
2025-02-28,0.0297161768803045,-0.0017120703375394,0.01400205327138255
2025-03-31,0.0364130137592607,0.0054247268703742,0.02091887031481745
2025-04-30,-0.042122738515806,0.015636858323306,-0.013242940096250001
2025-05-31,-0.0252371587559233,0.0177602324379571,-0.0037384631589831
2025-06-30,-0.0142421737775142,0.0056195937022287,-0.00431129003764275
2025-07-31,0.0012484240570828,0.0105014089336656,0.0058749164953742
2025-08-31,0.0337640018144028,-0.0135911204891894,0.010086440662606697
2025-09-30,-0.0011793421587959,0.037503135834279,0.01816189683774155
2025-10-31,-0.0030842405493946,0.0041987099574718,0.0005572347040386
2025-11-30,0.0517552337333551,-0.0067090384208703,0.0225230976562424
2025-12-31,0.0168109773471306,0.0070696124042738,0.011940294875702199
2026-01-31,0.0361706735248302,0.0572145391783073,0.04669260635156875
2026-02-28,0.0218885592066592,0.0437471363554615,0.03281784778106035
2026-03-31,0.0333936547435333,-0.0196260383373838,0.00688380820307475
2026-04-30,-0.0471583957498693,0.1015377019664347,0.027189653108282703
2026-05-31,-0.0364717778595952,0.0303894185826462,-0.0030411796384744987
2026-06-30,-0.0155292443948049,0.008428159953721,-0.0035505422205419496
