strategy,entry_time,exit_time,entry_price,exit_price,quantity,entry_fee,exit_fee,entry_account_value,gross_profit,net_profit,return_rate,exit_reason
trend_breakout,2025-05-19 00:00:00+00:00,2025-05-19 00:00:00+00:00,106507.497135,103532.06519982498,0.00496740398824795,0.5290657660467062,0.5142855935851574,3164.7047642361113,-14.780172461548693,-15.823523821180556,-0.02987854652398728,same_bar_stop
trend_breakout,2025-05-21 16:00:00+00:00,2025-05-23 12:00:00+00:00,109027.82667,107360.35854345815,0.004080488602343809,0.4448868040652513,0.4380827193801257,3148.8812404149303,-6.804084685125593,-7.68705420857097,-0.017261412933728876,stop
trend_breakout,2025-06-03 16:00:00+00:00,2025-06-05 12:00:00+00:00,106663.96532999999,103970.5514450361,0.005408302052275408,0.5768709425980719,0.5623041467563946,3141.1941862063595,-14.566795841677333,-15.7059709310318,-0.027198944324906722,stop
trend_breakout,2025-06-08 16:00:00+00:00,2025-06-12 04:00:00+00:00,106037.52226499999,107806.10998,0.006547651965280557,0.694296791051908,0.7058768878797989,3125.488215275328,11.58009682789081,10.179923148959103,0.014647559266629556,signal
trend_breakout,2025-06-16 08:00:00+00:00,2025-06-17 08:00:00+00:00,107115.3309,105489.49170497923,0.00569673730580324,0.6102079015614885,0.6009459227659766,3135.668138424287,-9.261978795511949,-10.473132619839415,-0.017146074187364878,stop
trend_breakout,2025-06-25 12:00:00+00:00,2025-07-01 12:00:00+00:00,107251.61901,106552.487105,0.004479062742629988,0.4803867307944371,0.4772552751265677,3125.1950058044476,-3.131455667869437,-4.089097673790442,-0.008503591792333114,signal
trend_breakout,2025-07-02 20:00:00+00:00,2025-07-04 16:00:00+00:00,109730.97807,107519.503355,0.006075358512453297,0.6666550316974006,0.6532195299625501,3121.105908130657,-13.435501734850503,-14.755376296510454,-0.022111339388405732,signal
trend_breakout,2025-07-09 20:00:00+00:00,2025-07-15 00:00:00+00:00,111805.864995,119029.39640717708,0.006017625791970878,0.6728058568875259,0.7162743658225545,3106.3505318341468,43.46850893502861,42.079428712318524,0.062480715485247314,stop
trend_breakout,2025-08-07 12:00:00+00:00,2025-08-11 20:00:00+00:00,116577.79976999998,118400.55955554708,0.005455326197508668,0.6359699251332009,0.6459136743430614,3148.429960546465,9.943749209860353,8.66186561038409,0.01360632328041885,stop
trend_breakout,2025-08-13 20:00:00+00:00,2025-08-14 12:00:00+00:00,122805.59211,119645.50838814999,0.004639323314813388,0.5697348466653861,0.555074196577845,3157.0918261568486,-14.660650087541013,-15.785459130784243,-0.027678997578683615,stop
trend_breakout,2025-09-12 00:00:00+00:00,2025-09-15 12:00:00+00:00,115540.43134499999,114547.897005777,0.006171625103607879,0.7130722265704846,0.7069466767263431,3141.3063670260644,-6.125549844141428,-7.545568747438256,-0.010571202237080014,stop
trend_breakout,2025-09-16 20:00:00+00:00,2025-09-17 16:00:00+00:00,116858.530065,114718.84449634886,0.006607788493571985,0.772176450339243,0.7580378606588479,3133.760798278626,-14.138589680395038,-15.668803991393128,-0.020271468825131384,stop
trend_breakout,2025-09-18 04:00:00+00:00,2025-09-19 20:00:00+00:00,117640.46083499999,115067.567435,0.005508845926287385,0.6480631734374603,0.6338895001120988,3118.091994287233,-14.173673325361625,-15.455625998911184,-0.023825124534079242,signal
trend_breakout,2025-10-01 12:00:00+00:00,2025-10-07 12:00:00+00:00,116847.964785,121894.3411288787,0.0057413841730648615,0.6708690556714394,0.6998422409435134,3102.636368288322,28.973185272074083,27.60247397545913,0.04110325084048542,stop
trend_breakout,2025-10-27 08:00:00+00:00,2025-10-28 20:00:00+00:00,115612.36729499999,112674.43450249222,0.004943180264397656,0.5714927723329369,0.5569700409348859,3130.2388422637814,-14.522731398051086,-15.651194211318908,-0.02735915379793704,stop
trend_breakout,2026-01-04 04:00:00+00:00,2026-01-06 16:00:00+00:00,91282.39838999999,91697.60978069832,0.007120992798880077,0.6500213015996923,0.6529780189228681,3114.5876480524626,2.95671732317578,1.6537180026532199,0.002541556611530722,stop
trend_breakout,2026-01-13 16:00:00+00:00,2026-01-16 16:00:00+00:00,93496.714995,94538.69700500001,0.006078041606360168,0.5682769237976086,0.5746101338074675,3116.2413660551156,6.333210009858839,5.190322952253763,0.009124315271837442,signal
trend_breakout,2026-03-13 12:00:00+00:00,2026-03-18 12:00:00+00:00,72264.924405,72916.373575,0.005220043202644969,0.37722602742997274,0.3806266202417,3121.431689007369,3.400592811727244,2.642740164055571,0.006998721912107936,signal
trend_breakout,2026-04-08 00:00:00+00:00,2026-04-12 12:00:00+00:00,71960.18211,71109.7984492732,0.0055108354895362895,0.39656072540528237,0.39187440094802745,3124.0744291714245,-4.686324457254969,-5.474759583608279,-0.013791810290152627,stop
trend_breakout,2026-04-14 00:00:00+00:00,2026-04-19 04:00:00+00:00,74455.209,75110.97637597175,0.005967015029203991,0.44427535110552424,0.4481883248936093,3118.599669587816,3.912973788085058,3.0205101120859243,0.006791942456311836,stop
trend_breakout,2026-04-22 04:00:00+00:00,2026-04-27 12:00:00+00:00,77560.23073499999,77271.26239889117,0.005504996460997676,0.42696879571033813,0.4253780260427186,3121.620179699902,-1.5907696676194663,-2.443116489372523,-0.005716286150369532,stop
trend_breakout,2026-05-01 16:00:00+00:00,2026-05-07 12:00:00+00:00,78485.10294,79809.1018290739,0.007059702323537422,0.5540814635885918,0.5634285016221476,3119.1770632105295,9.347038033556005,8.229528068345266,0.014837722071294634,stop
trend_breakout,2026-05-11 00:00:00+00:00,2026-05-11 12:00:00+00:00,82251.17503500001,80453.254718198,0.00797553585094164,0.6559971952737186,0.6416578173299279,3127.4065912788747,-14.339377943790728,-15.637032956394375,-0.02381322916835247,stop
trend_breakout,2026-07-15 16:00:00+00:00,2026-07-17 00:00:00+00:00,65460.313799999996,63798.2849,0.008190398436089341,0.5361460517734375,0.5225333728701422,3111.76955832248,-13.612678903295269,-14.671358327938849,-0.027337143634335866,signal
trend_breakout,2026-07-20 16:00:00+00:00,2026-07-23 08:00:00+00:00,65631.549375,65409.39894000001,0.007863625169212964,0.5161019035596934,0.5143549958076757,3097.098199994541,-1.7469077520175764,-2.777364651384946,-0.005376050819007893,signal
trend_breakout,2026-08-05 20:00:00+00:00,2026-08-10 12:00:00+00:00,64872.69013499999,64181.423800318924,0.009630593373833828,0.6247624997569061,0.6181051947745722,3094.320835343156,-6.657304982333871,-7.90017267686535,-0.012632448969872156,stop
trend_breakout,2026-08-18 16:00:00+00:00,2026-08-22 16:00:00+00:00,64887.48752999999,77379.540875,0.01252403534609086,0.8126531873447498,0.9691041049827827,3086.420662666291,156.45091763803273,154.6691603457052,0.19013602371371227,end_of_backtest
